date,time,pressure,pressure_setpoint,mfc1_Ar,mfc2_Ar,rh,rh_setpoint,temp,bias,current,max_iv_current,max_cv_current,cv_area,low_freq_z,note
2019-07-29_17-56-32,185.795,,,,,5.894,2.0,,,,,,,,pedotpss
2019-07-29_17-56-34,185.827,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-56-36,185.861,,,,,5.856,2.0,,,,,,,,pedotpss
2019-07-29_17-56-38,185.894,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-56-40,185.928,,,,,5.894,2.0,,,,,,,,pedotpss
2019-07-29_17-56-42,185.961,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-56-44,185.994,,,,,5.894,2.0,,,,,,,,pedotpss
2019-07-29_17-56-46,186.027,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-56-48,186.062,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-56-50,186.095,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-56-52,186.128,,,,,5.894,2.0,,,,,,,,pedotpss
2019-07-29_17-56-54,186.161,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-56-56,186.194,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-56-58,186.228,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-57-00,186.261,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-57-02,186.295,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-57-04,186.329,,,,,5.856,2.0,,,,,,,,pedotpss
2019-07-29_17-57-06,186.361,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-57-08,186.395,,,,,5.894,2.0,,,,,,,,pedotpss
2019-07-29_17-57-10,186.428,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-57-12,186.461,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-57-14,186.495,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-57-16,186.529,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-57-18,186.561,,,,,5.894,2.0,,,,,,,,pedotpss
2019-07-29_17-57-20,186.595,,,,,5.894,2.0,,,,,,,,pedotpss
2019-07-29_17-57-22,186.628,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-57-24,186.662,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-57-26,186.695,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-57-28,186.729,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-57-30,186.761,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-57-32,186.795,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-57-34,186.828,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-57-36,186.861,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-57-38,186.895,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-57-40,186.929,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-57-42,186.962,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-57-44,186.994,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-57-46,187.029,,,,,5.907,2.0,,,,,,,,pedotpss
2019-07-29_17-57-48,187.061,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-57-50,187.094,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-57-52,187.129,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-57-54,187.162,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-57-56,187.195,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-57-58,187.228,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-58-00,187.261,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-58-02,187.294,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-58-04,187.329,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-58-06,187.361,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-58-08,187.395,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-58-10,187.428,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-58-12,187.462,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-58-14,187.495,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-58-16,187.529,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-58-18,187.562,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-58-20,187.595,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-58-22,187.628,,,,,5.856,2.0,,,,,,,,pedotpss
2019-07-29_17-58-24,187.662,,,,,5.907,2.0,,,,,,,,pedotpss
2019-07-29_17-58-26,187.695,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-58-28,187.729,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-58-30,187.761,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-58-32,187.795,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-58-34,187.829,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-58-36,187.862,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-58-38,187.894,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-58-40,187.929,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-58-42,187.962,,,,,5.894,2.0,,,,,,,,pedotpss
2019-07-29_17-58-44,187.994,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-58-46,188.028,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-58-48,188.061,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-58-50,188.095,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-58-52,188.127,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-58-54,188.161,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-58-56,188.195,,,,,5.894,2.0,,,,,,,,pedotpss
2019-07-29_17-58-58,188.229,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-00,188.261,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-02,188.295,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-04,188.328,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-06,188.362,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-08,188.394,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-10,188.429,,,,,5.843,2.0,,,,,,,,pedotpss
2019-07-29_17-59-12,188.462,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-14,188.495,,,,,5.894,2.0,,,,,,,,pedotpss
2019-07-29_17-59-16,188.528,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-59-18,188.561,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-59-20,188.595,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-22,188.628,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-59-24,188.661,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-59-26,188.694,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-28,188.728,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-59-30,188.761,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-32,188.795,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-34,188.828,,,,,5.894,2.0,,,,,,,,pedotpss
2019-07-29_17-59-36,188.862,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-29_17-59-38,188.895,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-40,188.929,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-42,188.962,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-44,188.994,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-46,189.028,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-48,189.062,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-29_17-59-50,189.094,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-52,189.128,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-54,189.162,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_17-59-56,189.195,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_17-59-58,189.228,,,,,5.856,2.0,,,,,,,,pedotpss
2019-07-29_18-00-00,189.261,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-00-02,189.294,,,,,6.155,2.0,,,,,,,,pedotpss
2019-07-29_18-00-04,189.329,,,,,5.984,2.0,,,,,,,,pedotpss
2019-07-29_18-00-06,189.361,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-00-08,189.395,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-00-10,189.428,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-00-12,189.461,,,,,5.894,2.0,,,,,,,,pedotpss
2019-07-29_18-00-14,189.494,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-00-16,189.529,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-00-18,189.562,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-00-20,189.594,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-00-22,189.627,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-00-24,189.662,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-00-26,189.695,,,,,5.856,2.0,,,,,,,,pedotpss
2019-07-29_18-00-28,189.728,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-00-30,189.761,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-00-32,189.795,,,,,5.856,2.0,,,,,,,,pedotpss
2019-07-29_18-00-34,189.828,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-00-36,189.861,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-00-38,189.894,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-00-40,189.928,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-00-42,189.961,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-00-44,189.994,,,,,5.894,2.0,,,,,,,,pedotpss
2019-07-29_18-00-46,190.028,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-00-48,190.062,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-00-50,190.095,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-00-52,190.129,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-00-54,190.162,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-00-56,190.195,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-00-58,190.227,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-01-00,190.262,,,,,5.894,2.0,,,,,,,,pedotpss
2019-07-29_18-01-02,190.295,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-01-04,190.328,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-01-06,190.361,,,,,5.894,2.0,,,,,,,,pedotpss
2019-07-29_18-01-08,190.395,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-01-10,190.428,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-01-12,190.461,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-01-14,190.495,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-01-16,190.529,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-01-18,190.561,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-01-20,190.595,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-01-22,190.629,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-29_18-01-24,190.662,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-01-26,190.695,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-01-28,190.729,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-01-30,190.762,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-01-32,190.794,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-01-34,190.829,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-01-36,190.861,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-01-38,190.894,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-01-40,190.929,,,,,5.881,2.0,,,,,,,,pedotpss
2019-07-29_18-01-42,190.961,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-01-44,190.995,,,,,5.856,2.0,,,,,,,,pedotpss
2019-07-29_18-01-46,191.028,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-01-48,191.062,,,,,5.868,2.0,,,,,,,,pedotpss
2019-07-29_18-01-50,191.095,,,,,5.881,2.0,,,,,,,,pedotpss
