date,time,pressure,pressure_setpoint,mfc1_Ar,mfc2_Ar,rh,rh_setpoint,temp,bias,current,max_iv_current,max_cv_current,cv_area,low_freq_z,note
2019-07-31_15-40-40,86.679,,,,,5.805,2.0,,,,,,,,pedotpss
2019-07-31_15-40-42,86.712,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-40-44,86.746,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-40-46,86.779,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-40-48,86.812,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-40-50,86.846,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-40-52,86.879,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-40-54,86.912,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-40-56,86.946,,,,,5.856,2.0,,,,,,,,pedotpss
2019-07-31_15-40-58,86.979,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-41-00,87.012,,,,,5.843,2.0,,,,,,,,pedotpss
2019-07-31_15-41-02,87.046,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-41-04,87.079,,,,,5.894,2.0,,,,,,,,pedotpss
2019-07-31_15-41-06,87.112,,,,,5.856,2.0,,,,,,,,pedotpss
2019-07-31_15-41-08,87.146,,,,,5.843,2.0,,,,,,,,pedotpss
2019-07-31_15-41-10,87.179,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-41-12,87.212,,,,,5.843,2.0,,,,,,,,pedotpss
2019-07-31_15-41-14,87.246,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-41-16,87.279,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-41-18,87.312,,,,,5.805,2.0,,,,,,,,pedotpss
2019-07-31_15-41-20,87.346,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-41-22,87.379,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-41-24,87.412,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-41-26,87.446,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-41-28,87.479,,,,,5.843,2.0,,,,,,,,pedotpss
2019-07-31_15-41-30,87.512,,,,,5.805,2.0,,,,,,,,pedotpss
2019-07-31_15-41-32,87.546,,,,,6.049,2.0,,,,,,,,pedotpss
2019-07-31_15-41-34,87.579,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-41-36,87.612,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-41-38,87.646,,,,,5.843,2.0,,,,,,,,pedotpss
2019-07-31_15-41-40,87.679,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-41-42,87.712,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-41-44,87.746,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-41-46,87.78,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-41-48,87.813,,,,,5.843,2.0,,,,,,,,pedotpss
2019-07-31_15-41-50,87.846,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-41-52,87.88,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-41-54,87.912,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-41-56,87.947,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-41-58,87.979,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-42-00,88.012,,,,,5.843,2.0,,,,,,,,pedotpss
2019-07-31_15-42-02,88.046,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-42-04,88.079,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-42-06,88.112,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-42-08,88.146,,,,,5.805,2.0,,,,,,,,pedotpss
2019-07-31_15-42-10,88.179,,,,,5.843,2.0,,,,,,,,pedotpss
2019-07-31_15-42-12,88.212,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-42-14,88.246,,,,,5.843,2.0,,,,,,,,pedotpss
2019-07-31_15-42-16,88.279,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-42-18,88.312,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-42-20,88.346,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-42-22,88.379,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-42-24,88.412,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-42-26,88.446,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-42-28,88.479,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-42-30,88.512,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-42-32,88.546,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-42-34,88.579,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-42-36,88.613,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-42-38,88.646,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-42-40,88.679,,,,,5.78,2.0,,,,,,,,pedotpss
2019-07-31_15-42-42,88.712,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-42-44,88.746,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-42-46,88.779,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-42-48,88.812,,,,,5.843,2.0,,,,,,,,pedotpss
2019-07-31_15-42-50,88.846,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-42-52,88.879,,,,,5.843,2.0,,,,,,,,pedotpss
2019-07-31_15-42-54,88.912,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-42-56,88.946,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-42-58,88.979,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-43-00,89.012,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-43-02,89.046,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-43-04,89.079,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-43-06,89.113,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-43-08,89.146,,,,,5.843,2.0,,,,,,,,pedotpss
2019-07-31_15-43-10,89.179,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-43-12,89.212,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-43-14,89.246,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-43-16,89.279,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-43-18,89.312,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-43-20,89.346,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-43-22,89.379,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-43-24,89.412,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-43-26,89.446,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-43-28,89.479,,,,,5.843,2.0,,,,,,,,pedotpss
2019-07-31_15-43-30,89.512,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-43-32,89.546,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-43-34,89.579,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-43-36,89.612,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-43-38,89.646,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-43-40,89.679,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-43-42,89.712,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-43-44,89.746,,,,,5.805,2.0,,,,,,,,pedotpss
2019-07-31_15-43-46,89.779,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-43-48,89.812,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-43-50,89.846,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-43-52,89.879,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-43-54,89.912,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-43-56,89.946,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-43-58,89.979,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-44-00,90.012,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-44-02,90.046,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-44-04,90.079,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-44-06,90.112,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-44-08,90.146,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-44-10,90.179,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-44-12,90.212,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-44-14,90.246,,,,,5.83,2.0,,,,,,,,pedotpss
2019-07-31_15-44-16,90.279,,,,,5.843,2.0,,,,,,,,pedotpss
2019-07-31_15-44-18,90.312,,,,,5.818,2.0,,,,,,,,pedotpss
2019-07-31_15-44-20,90.346,,,,,5.843,2.0,,,,,,,,pedotpss
2019-07-31_15-44-22,90.379,,,,,5.843,2.0,,,,,,,,pedotpss
2019-07-31_15-44-24,90.412,,,,,5.805,2.0,,,,,,,,pedotpss
2019-07-31_15-44-26,90.446,,,,,5.755,2.0,,,,,,,,pedotpss
2019-07-31_15-44-28,90.479,,,,,5.805,2.0,,,,,,,,pedotpss
2019-07-31_15-44-30,90.512,,,,,5.818,2.0,,,,,,,,pedotpss
